id,name,city,state,lat,lng
7176,Manna Meadows Alpacas,Bonner Springs,KS,39.07276153564453,-94.97028350830078
6942,Luna Wood Alpacas,Kirksey,KY,36.706960859268776,-88.45913898944855
9564,Finesse Alpaga Ranch,Mansonville,QC,45.015408171582614,-72.41297006607056
6359,Cabin View Alpacas,Trumansburg,NY,42.57386016845703,-76.6644515991211
8206,Cedar Creek Alpacas,Cook,WA,45.74776077270508,-121.65103149414062
7604,Nittany Valley Alpacas,Cranberry Twp,PA,40.728721618652344,-80.12545776367188
6966,Alpacas of Sanssouci,Indian Hills,CO,39.60424011344349,-105.27075958251953
9602,Colusa Riverside Alpacas,Lincoln,CA,38.951698303222656,-121.2360610961914
21227,Crazy Moon Farm,Blairstown,NJ,40.953590393066406,-74.93025970458984
7531,Blazing Star Ranch,Elizabeth,CO,39.41468811035156,-104.6173095703125
6753,Aubrey Oaks Alpacas,Gainesville,TX,33.61465072631836,-97.00853729248047
7789,Horsefeather Ranch,Arroyo Grande,CA,35.157108306884766,-120.56468200683594
8071,Good Karma Ranch,Iron Station,NC,35.44575881958008,-81.10124206542969
16163,Owl Ridge Alpacas,Interlaken,NY,42.64401212774551,-76.73689270019531
7500,Buckeye Grove Alpacas,East Sparta,OH,40.68191909790039,-81.39054870605469
7006,Shillcox Shamrock Lines Alpaca Farms LLC ,De Pere,WI,44.37181091308594,-87.97747802734375
6607,Shambalah Alpaca Ranch,Franktown,CO,39.404048919677734,-104.75466918945312
18603,Bookcliff Alpacas,Buffalo,WY,44.292388916015625,-106.69806671142578
8057,"Applewood Lane Alpacas, Inc",Wittenberg,WI,44.8161506652832,-89.16502380371094
6445,Grey Meadows Alpaca Farm,Solomon,KS,38.858341217041016,-97.35395812988281
6935,Happy Hounds Alpaca Ranch,Sisters,OR,44.316001892089844,-121.45317840576172
6397,Little Creek Farm/Snowmass Alpacas,North Salem,NY,41.35186004638672,-73.594482421875
10616,Alpacas of Melodye Farm,Thackerville,OK,33.782039642333984,-97.13385772705078
8121,"Oakhill Alpacas, LLC",Mays Landing,NJ,39.525299072265625,-74.80579376220703
10947,Lake Alice Alpacas,Waterport,NY,43.31087875366211,-78.2833480834961
6153,Spottedcircus Alpacas,Freedom,IN,39.239219665527344,-86.91020202636719
6368,Paca Park Place,Grant Park,IL,41.274688720703125,-87.54900360107422
7950,Tuckahoe Treasures Alpaca Farm,Denton,MD,38.85540008544922,-75.91134643554688
7169,Rogue Suri Alpacas,Medford,OR,42.384639739990234,-122.80577087402344
6200,Cleo's Alpacas LLC,Mooresville,NC,35.64883041381836,-80.83876037597656
6958,Clover Bottom Alpaca Ranch,Washington,MO,38.50559997558594,-91.1196517944336
6883,Hickory Meadow Alpaca Farm LLC,Coolville,OH,39.23122024536133,-81.7724380493164
16527,LinChris Alpaca Farm,Columbus,IN,39.12091827392578,-85.90352630615234
6598,Nodrog Farms,Barrington,NH,43.20854949951172,-71.0093002319336
8214,Andean Dawn Alpacas,Princeton,MA,42.432708740234375,-71.91728210449219
7309,Awesome Alpacas Farm!,Monroe,NC,35.09477996826172,-80.54530334472656
6704,"Big Timber Alpacas, LLC",Sherwood,OR,45.307071685791016,-122.86174774169922
7851,Double G Alpacas,Sierra Vista,AZ,31.477460861206055,-110.1600570678711
7365,Central Hill Alpacas,Windsor,VA,36.90467071533203,-76.72577667236328
16678,Stoney Meadows Alpacas,Holley,NY,43.16400909423828,-78.07817077636719
8948,Rockin' R Alpaca Ranch,Conifer,CO,39.4923210144043,-105.33518981933594
6416,Pulse Ranches Texas,Decatur,TX,33.11830139160156,-97.54463958740234
7372,Glyptis Manor Alpacas,Weirton,WV,40.38750076293945,-80.53462982177734
8417,Silkie's Farm,Chester Springs,PA,40.139251708984375,-75.6540298461914
7263,iMpress Alpacas,Rockton,IL,42.46923828125,-89.13812255859375
7509,Wibotawot Farm,River Falls,WI,44.887779235839844,-92.48384094238281
19996,Breezy Hill Farm,Woodbine,MD,39.3059196472168,-77.11955261230469
7113,Magik Springs Farm LLC,Ruckersville,VA,38.19076919555664,-78.41078186035156
7192,LunaSea Alpaca Farm,Clermont,FL,28.62055015563965,-81.72120666503906
6783,"Humming Desert Alpacas, LLC",Budaghers,NM,35.454959869384766,-106.32173156738281
7903,"Woodland Meadow Farm, LLC",Saratoga Springs,NY,43.139129638671875,-73.71237182617188
21548,Lighthouse Alpacas,Olympia,WA,47.11574172973633,-122.9810791015625
15689,Alpacas at Cherry Run,Willow Spring,NC,35.553348541259766,-78.649658203125
6369,"Crossed Arrows Alpacas, LLC",Velma,OK,34.45730972290039,-97.67375183105469
7439,Hummin' & Grinnin' Alpacas,Pierce,CO,40.61119842529297,-104.76428985595703
16004,Misfit Ranch,Loomis,CA,38.82542037963867,-121.17108154296875
